neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Brooklyn,Fort Greene,Entire home/apt,199,5,2,0.32,1,0
Manhattan,Midtown,Private room,140,2,76,3.73,4,148
Queens,Flushing,Private room,99,1,4,4.0,6,365
Manhattan,Chelsea,Entire home/apt,160,4,5,0.07,1,168
Brooklyn,Kensington,Private room,85,2,61,2.71,2,61
Brooklyn,Crown Heights,Private room,58,4,1,0.02,1,332
Manhattan,East Harlem,Private room,125,1,81,6.64,1,29
Brooklyn,East Flatbush,Entire home/apt,70,2,62,1.94,1,40
Queens,Elmhurst,Entire home/apt,101,5,93,2.52,2,7
Manhattan,East Village,Entire home/apt,275,2,23,0.99,1,0
Brooklyn,Bedford-Stuyvesant,Private room,90,2,2,2.0,2,1
Brooklyn,Flatbush,Entire home/apt,100,6,2,0.11,1,202
Brooklyn,Prospect Heights,Entire home/apt,160,2,105,2.05,1,18
Brooklyn,Bedford-Stuyvesant,Private room,40,3,0,1.3732214298586618,1,0
Manhattan,East Village,Entire home/apt,195,1,15,0.31,1,0
Manhattan,Lower East Side,Shared room,32,14,0,1.3732214298586618,4,341
Brooklyn,South Slope,Entire home/apt,150,3,136,1.8,1,301
Brooklyn,Crown Heights,Entire home/apt,495,4,46,4.55,1,194
Manhattan,Theater District,Private room,149,4,22,2.03,1,65
Queens,Rockaway Beach,Entire home/apt,179,2,34,2.37,1,205
Brooklyn,Greenpoint,Entire home/apt,460,1,30,2.49,4,63
Brooklyn,Williamsburg,Private room,80,7,1,0.16,1,219
Manhattan,Upper East Side,Private room,110,2,9,0.36,2,0
Brooklyn,Clinton Hill,Entire home/apt,575,3,12,0.15,1,0
Manhattan,Gramercy,Entire home/apt,86,20,0,1.3732214298586618,1,0
Manhattan,Lower East Side,Entire home/apt,350,4,3,3.0,1,129
Queens,Astoria,Entire home/apt,65,30,6,0.17,8,201
Manhattan,East Village,Private room,55,1,35,4.39,1,0
Queens,St. Albans,Private room,42,4,10,1.56,3,189
Brooklyn,Windsor Terrace,Entire home/apt,160,5,0,1.3732214298586618,1,0
Queens,Rego Park,Private room,70,2,32,0.81,1,89
Brooklyn,Williamsburg,Entire home/apt,245,3,16,0.4,2,66
Bronx,Norwood,Entire home/apt,200,1,13,6.61,1,0
Brooklyn,Prospect Heights,Entire home/apt,175,3,0,1.3732214298586618,1,0
Manhattan,Upper West Side,Entire home/apt,125,2,49,3.79,1,2
Brooklyn,Flatbush,Private room,44,3,25,1.78,1,3
Brooklyn,Midwood,Entire home/apt,60,3,1,0.02,1,0
Manhattan,Upper West Side,Entire home/apt,175,3,21,1.3,1,42
Manhattan,Financial District,Entire home/apt,160,3,1,0.02,1,0
Manhattan,East Harlem,Private room,125,5,0,1.3732214298586618,1,0
Queens,Sunnyside,Private room,78,3,113,2.23,1,285
Brooklyn,Williamsburg,Entire home/apt,80,1,0,1.3732214298586618,2,2
Manhattan,East Village,Entire home/apt,200,1,0,1.3732214298586618,1,0
Manhattan,Inwood,Entire home/apt,129,2,0,1.3732214298586618,1,65
Manhattan,Murray Hill,Entire home/apt,325,2,5,0.18,1,0
Manhattan,Upper West Side,Private room,500,1,1,0.49,1,90
Manhattan,Nolita,Entire home/apt,200,3,5,0.38,1,0
Brooklyn,Bedford-Stuyvesant,Private room,50,1,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,211,1,1,0.13,14,38
Manhattan,East Village,Private room,149,3,1,0.06,2,0
Brooklyn,Flatbush,Shared room,400,1,2,0.06,2,364
Manhattan,Upper West Side,Entire home/apt,335,5,5,3.19,1,221
Queens,Astoria,Entire home/apt,99,2,154,4.38,1,283
Manhattan,Upper East Side,Entire home/apt,150,5,10,0.16,1,0
Manhattan,Gramercy,Entire home/apt,190,2,134,3.2,4,270
Brooklyn,Bedford-Stuyvesant,Entire home/apt,122,4,59,2.11,1,217
Brooklyn,Brighton Beach,Shared room,50,1,0,1.3732214298586618,3,365
Brooklyn,Bushwick,Private room,40,3,1,0.1,1,0
Brooklyn,Williamsburg,Private room,70,2,227,2.4,1,37
Manhattan,Harlem,Private room,147,4,30,1.18,1,28
Brooklyn,Bushwick,Private room,60,30,0,1.3732214298586618,4,191
Brooklyn,Williamsburg,Entire home/apt,199,2,19,1.03,1,297
Manhattan,SoHo,Entire home/apt,210,3,34,2.48,1,37
Manhattan,Hell's Kitchen,Private room,147,4,1,0.05,1,0
Manhattan,Harlem,Private room,55,60,0,1.3732214298586618,6,210
Queens,Woodside,Private room,59,1,0,1.3732214298586618,1,0
Manhattan,Upper West Side,Entire home/apt,275,30,10,0.25,12,219
Manhattan,East Harlem,Private room,45,1,151,2.59,10,357
Brooklyn,Williamsburg,Private room,61,1,25,1.27,1,7
Brooklyn,Clinton Hill,Entire home/apt,158,2,97,4.19,1,28
Brooklyn,Bushwick,Private room,50,30,14,0.23,6,88
Brooklyn,Brooklyn Heights,Entire home/apt,150,5,15,0.31,1,0
Manhattan,East Harlem,Entire home/apt,220,4,60,0.85,1,332
Bronx,Van Nest,Entire home/apt,150,1,29,2.23,3,24
Brooklyn,Williamsburg,Private room,100,3,31,0.31,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,1,0,1.3732214298586618,1,0
Manhattan,Hell's Kitchen,Entire home/apt,898,2,5,3.13,1,294
Manhattan,Lower East Side,Private room,84,2,18,5.35,1,21
Brooklyn,Greenpoint,Entire home/apt,110,2,0,1.3732214298586618,1,0
Manhattan,Upper West Side,Private room,89,3,1,0.02,2,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,4,18,0.49,1,0
Manhattan,Harlem,Entire home/apt,90,7,1,0.13,1,24
Queens,Arverne,Entire home/apt,95,2,6,3.46,1,348
Manhattan,Chelsea,Private room,120,4,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Private room,215,2,4,0.15,2,341
Queens,Corona,Entire home/apt,125,1,16,0.52,1,157
Manhattan,Upper West Side,Entire home/apt,150,2,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,3,130,1.84,1,0
Manhattan,Harlem,Private room,85,1,3,1.14,1,193
Manhattan,Little Italy,Private room,74,4,0,1.3732214298586618,1,44
Manhattan,Theater District,Entire home/apt,135,30,0,1.3732214298586618,121,174
Manhattan,Midtown,Entire home/apt,500,5,39,3.24,1,114
Queens,Astoria,Private room,60,7,0,1.3732214298586618,3,338
Brooklyn,Bedford-Stuyvesant,Private room,40,30,84,2.53,4,284
Brooklyn,Fort Greene,Private room,70,1,152,3.02,1,249
Manhattan,Upper West Side,Entire home/apt,250,4,3,0.08,1,0
Manhattan,Greenwich Village,Entire home/apt,220,3,3,0.24,1,0
Brooklyn,Flatlands,Private room,89,1,68,2.68,1,333
Manhattan,Two Bridges,Private room,159,3,0,1.3732214298586618,1,0
Manhattan,Chinatown,Entire home/apt,245,4,27,0.58,1,0
Manhattan,Morningside Heights,Entire home/apt,125,2,7,0.09,1,358
Brooklyn,Fort Greene,Entire home/apt,300,3,10,0.7,1,82
Manhattan,Harlem,Private room,45,1,2,0.05,1,0
Manhattan,Upper West Side,Entire home/apt,300,5,0,1.3732214298586618,1,83
Manhattan,Harlem,Private room,80,1,2,0.11,1,0
Manhattan,Chelsea,Entire home/apt,500,1,27,0.46,1,90
Brooklyn,Bushwick,Private room,65,2,21,3.84,8,321
Manhattan,Chelsea,Entire home/apt,255,30,1,0.19,232,330
Manhattan,Gramercy,Private room,120,2,3,0.14,1,0
Manhattan,Morningside Heights,Private room,150,14,6,0.41,1,0
Brooklyn,Williamsburg,Private room,55,4,43,1.41,3,58
Manhattan,Hell's Kitchen,Entire home/apt,141,30,0,1.3732214298586618,2,115
Manhattan,Upper East Side,Entire home/apt,225,30,0,1.3732214298586618,33,315
Brooklyn,Bushwick,Entire home/apt,75,6,9,1.14,1,53
Queens,Rego Park,Private room,35,4,76,1.07,1,5
Brooklyn,Bedford-Stuyvesant,Entire home/apt,345,2,25,2.17,1,321
Manhattan,Midtown,Entire home/apt,374,3,11,0.84,3,3
Brooklyn,Red Hook,Entire home/apt,200,2,17,1.68,1,81
Manhattan,Hell's Kitchen,Private room,150,2,41,4.17,1,67
Brooklyn,Williamsburg,Private room,55,7,2,0.05,1,0
Manhattan,Upper East Side,Private room,120,2,58,4.96,3,354
Queens,Ditmars Steinway,Entire home/apt,165,3,61,2.46,5,62
Staten Island,Port Richmond,Entire home/apt,221,30,0,1.3732214298586618,3,0
Manhattan,Harlem,Entire home/apt,100,1,5,0.13,1,0
Manhattan,West Village,Entire home/apt,190,2,2,0.05,1,0
Brooklyn,Park Slope,Entire home/apt,140,2,89,2.11,1,9
Manhattan,Financial District,Entire home/apt,230,5,1,0.65,1,43
Manhattan,Upper East Side,Entire home/apt,206,31,2,0.35,33,327
Brooklyn,Brooklyn Heights,Entire home/apt,325,2,12,0.46,1,39
Brooklyn,Brighton Beach,Private room,76,3,23,1.37,1,153
Brooklyn,Clinton Hill,Private room,36,28,2,0.46,1,0
Queens,Long Island City,Entire home/apt,125,5,1,0.09,1,0
Brooklyn,South Slope,Entire home/apt,163,5,12,0.43,1,192
Brooklyn,Bushwick,Entire home/apt,130,5,14,1.24,1,305
Manhattan,Gramercy,Entire home/apt,690,2,0,1.3732214298586618,1,66
Manhattan,Harlem,Entire home/apt,399,4,15,0.31,2,5
Brooklyn,Williamsburg,Entire home/apt,100,20,10,0.42,1,45
Brooklyn,Flatbush,Private room,45,1,9,1.72,1,129
Brooklyn,Clinton Hill,Entire home/apt,500,1,54,0.65,4,365
Manhattan,East Village,Entire home/apt,110,30,10,0.28,9,337
Bronx,Mott Haven,Entire home/apt,80,7,0,1.3732214298586618,2,0
Manhattan,West Village,Entire home/apt,700,2,18,0.5,2,0
Queens,Long Island City,Private room,139,1,0,1.3732214298586618,8,359
Brooklyn,Clinton Hill,Entire home/apt,350,28,0,1.3732214298586618,4,138
Brooklyn,Williamsburg,Private room,60,2,14,0.58,1,3
Queens,Jamaica,Private room,35,1,65,3.2,3,52
Brooklyn,Williamsburg,Private room,70,1,1,0.07,1,0
Manhattan,Financial District,Private room,90,4,0,1.3732214298586618,2,0
Manhattan,West Village,Entire home/apt,180,2,1,0.03,1,0
Brooklyn,Bushwick,Private room,65,4,0,1.3732214298586618,7,149
Bronx,Concourse Village,Private room,53,3,0,1.3732214298586618,1,162
Manhattan,Greenwich Village,Entire home/apt,196,1,0,1.3732214298586618,3,0
Brooklyn,Crown Heights,Private room,40,7,23,0.57,1,130
Manhattan,Upper West Side,Private room,40,30,8,0.42,3,204
Brooklyn,Flatbush,Entire home/apt,83,14,1,0.3,1,163
Manhattan,SoHo,Entire home/apt,125,1,0,1.3732214298586618,1,1
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,3,28,1.78,1,25
Brooklyn,Fort Greene,Entire home/apt,147,15,5,0.12,1,189
Brooklyn,Bushwick,Private room,37,1,2,0.34,1,0
Queens,Ridgewood,Private room,56,5,14,2.2,2,35
Manhattan,Upper West Side,Entire home/apt,97,3,4,0.14,1,0
Brooklyn,Crown Heights,Entire home/apt,90,1,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Entire home/apt,170,3,21,0.53,1,0
Manhattan,Upper West Side,Entire home/apt,190,4,8,0.16,1,0
Brooklyn,Flatbush,Entire home/apt,86,3,62,1.07,1,0
Queens,Jamaica Estates,Entire home/apt,280,1,0,1.3732214298586618,1,330
Brooklyn,Williamsburg,Private room,95,30,35,2.97,2,365
Brooklyn,Williamsburg,Private room,79,5,3,0.07,2,0
Queens,Bay Terrace,Private room,99,3,4,0.08,2,7
Manhattan,Harlem,Private room,60,2,0,1.3732214298586618,1,0
Brooklyn,Kensington,Entire home/apt,70,1,0,1.3732214298586618,1,0
Brooklyn,Columbia St,Entire home/apt,160,30,1,0.09,1,95
Manhattan,Upper East Side,Entire home/apt,350,3,15,0.9,1,5
Manhattan,East Harlem,Private room,52,2,10,1.6,1,5
Manhattan,Greenwich Village,Private room,129,1,29,2.28,10,245
Brooklyn,Williamsburg,Entire home/apt,189,1,52,2.88,2,0
Manhattan,Inwood,Entire home/apt,65,2,112,4.67,1,103
Brooklyn,East Flatbush,Entire home/apt,400,1,50,2.77,1,329
Queens,Ridgewood,Entire home/apt,170,7,0,1.3732214298586618,1,126
Manhattan,Gramercy,Private room,160,2,1,0.02,1,0
Bronx,Concourse,Entire home/apt,145,2,76,3.04,1,139
Manhattan,Harlem,Entire home/apt,149,31,24,0.58,1,149
Brooklyn,Flatbush,Entire home/apt,55,2,70,3.64,1,5
Manhattan,Murray Hill,Entire home/apt,197,30,0,1.3732214298586618,1,158
Brooklyn,Williamsburg,Private room,68,5,14,0.3,2,10
Brooklyn,Bushwick,Private room,85,1,59,3.18,1,333
Queens,Jamaica,Entire home/apt,52,30,0,1.3732214298586618,1,365
Brooklyn,Flatlands,Entire home/apt,300,1,9,1.44,2,7
Manhattan,East Harlem,Private room,65,28,1,0.03,1,0
Brooklyn,Sheepshead Bay,Entire home/apt,45,1,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Private room,80,4,1,0.15,1,325
Brooklyn,Prospect Heights,Private room,80,1,1,0.05,1,0
Manhattan,East Harlem,Entire home/apt,174,1,19,0.43,4,322
Brooklyn,Williamsburg,Private room,100,1,1,0.14,1,0
Brooklyn,East New York,Entire home/apt,110,3,9,0.16,1,36
Brooklyn,Bushwick,Entire home/apt,99,3,126,3.93,1,46
Brooklyn,South Slope,Entire home/apt,120,5,2,0.13,2,0
Brooklyn,East New York,Private room,125,1,3,0.31,1,281
Queens,Queens Village,Private room,80,1,5,0.07,1,363
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,4,0,1.3732214298586618,1,0
Manhattan,Upper East Side,Entire home/apt,151,1,30,11.25,1,42
Brooklyn,Downtown Brooklyn,Entire home/apt,97,31,8,0.59,2,138
Manhattan,Midtown,Private room,119,9,53,1.79,1,15
Manhattan,Greenwich Village,Entire home/apt,323,1,5,5.0,1,185
Brooklyn,Brownsville,Entire home/apt,129,2,73,2.34,1,82
Manhattan,West Village,Entire home/apt,220,2,13,0.23,1,3
Manhattan,Hell's Kitchen,Entire home/apt,430,2,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Private room,41,1,6,0.66,2,0
Queens,Sunnyside,Private room,46,1,0,1.3732214298586618,1,0
Manhattan,Hell's Kitchen,Private room,90,1,1,1.0,1,138
Brooklyn,Williamsburg,Private room,70,5,1,0.07,1,0
Manhattan,Hell's Kitchen,Entire home/apt,302,30,0,1.3732214298586618,232,330
Brooklyn,Prospect Heights,Entire home/apt,160,7,1,0.04,1,0
Queens,Flushing,Private room,70,2,2,1.58,1,315
Brooklyn,Bushwick,Shared room,45,1,1,0.02,1,0
Brooklyn,Carroll Gardens,Entire home/apt,115,3,9,0.21,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,229,2,8,0.25,1,0
Manhattan,East Village,Entire home/apt,148,4,20,1.39,1,121
Brooklyn,Crown Heights,Private room,47,14,9,0.19,1,8
Brooklyn,Bedford-Stuyvesant,Entire home/apt,1369,1,0,1.3732214298586618,1,349
Manhattan,West Village,Entire home/apt,147,3,6,0.17,1,0
Manhattan,Midtown,Private room,389,3,2,0.09,4,357
Manhattan,Kips Bay,Entire home/apt,790,1,4,1.82,9,298
Bronx,Highbridge,Private room,70,2,2,0.17,1,348
Brooklyn,Crown Heights,Entire home/apt,120,2,92,1.37,1,311
Brooklyn,Crown Heights,Private room,60,1,1,0.16,1,0
Queens,Astoria,Private room,49,5,9,1.05,4,318
Queens,Ditmars Steinway,Private room,85,3,10,0.79,1,88
Queens,Ditmars Steinway,Private room,30,15,0,1.3732214298586618,1,0
Queens,Astoria,Private room,75,2,6,0.12,1,0
Queens,Ozone Park,Private room,44,1,42,8.03,4,32
Manhattan,Inwood,Entire home/apt,71,1,7,0.67,1,1
Brooklyn,Flatlands,Entire home/apt,125,2,64,4.92,1,194
Manhattan,Chinatown,Entire home/apt,125,25,43,0.42,1,102
Manhattan,Midtown,Private room,399,1,2,2.0,4,356
Brooklyn,Crown Heights,Entire home/apt,180,3,1,0.14,1,90
Manhattan,Midtown,Entire home/apt,200,30,0,1.3732214298586618,65,364
Manhattan,Financial District,Entire home/apt,165,30,0,1.3732214298586618,96,365
Brooklyn,Boerum Hill,Entire home/apt,300,2,4,0.37,1,311
Brooklyn,Park Slope,Entire home/apt,160,1,323,5.81,1,211
Brooklyn,Bushwick,Private room,47,7,2,0.18,1,0
Brooklyn,Borough Park,Private room,50,3,2,0.14,4,90
Manhattan,Tribeca,Entire home/apt,275,2,20,1.56,1,10
Manhattan,Washington Heights,Entire home/apt,110,30,7,0.18,34,252
Brooklyn,Bushwick,Private room,55,1,0,1.3732214298586618,1,0
Queens,Ditmars Steinway,Private room,69,7,0,1.3732214298586618,1,0
Manhattan,Morningside Heights,Private room,85,3,13,0.59,2,61
Manhattan,Harlem,Private room,80,3,0,1.3732214298586618,3,187
Queens,Jackson Heights,Entire home/apt,128,3,33,4.01,1,325
Manhattan,SoHo,Private room,100,1,1,1.0,7,270
Queens,Ridgewood,Entire home/apt,100,3,17,1.41,1,0
Manhattan,Lower East Side,Private room,295,3,0,1.3732214298586618,2,338
Manhattan,Hell's Kitchen,Private room,179,1,18,2.49,30,364
Brooklyn,Bedford-Stuyvesant,Private room,65,1,1,1.0,1,335
Manhattan,East Village,Entire home/apt,600,5,70,4.49,3,6
Manhattan,Chinatown,Entire home/apt,150,20,38,1.13,1,29
Manhattan,East Village,Entire home/apt,120,365,4,1.9,5,305
Manhattan,Midtown,Entire home/apt,450,3,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Private room,80,2,9,1.48,2,0
Manhattan,West Village,Entire home/apt,1500,1,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Entire home/apt,50,28,0,1.3732214298586618,1,274
Manhattan,Washington Heights,Private room,70,1,2,0.06,1,145
Queens,Jackson Heights,Private room,68,28,5,0.61,2,0
Brooklyn,South Slope,Private room,100,2,1,0.02,1,0
Manhattan,Hell's Kitchen,Entire home/apt,135,2,8,0.34,1,0
Brooklyn,Bushwick,Private room,64,1,0,1.3732214298586618,1,83
Brooklyn,Clinton Hill,Entire home/apt,200,7,9,0.36,1,269
Manhattan,Lower East Side,Private room,80,1,9,0.42,1,0
Manhattan,Upper East Side,Entire home/apt,145,2,3,0.12,1,0
Brooklyn,Park Slope,Private room,69,3,0,1.3732214298586618,2,65
Queens,Ditmars Steinway,Entire home/apt,95,3,8,0.67,1,3
Brooklyn,Crown Heights,Entire home/apt,70,5,1,0.04,1,0
Manhattan,Harlem,Entire home/apt,250,3,2,0.27,1,0
Brooklyn,Canarsie,Private room,42,1,29,1.13,2,35
Brooklyn,Prospect-Lefferts Gardens,Private room,60,2,6,1.26,1,144
Brooklyn,Canarsie,Entire home/apt,110,2,2,2.0,1,87
Brooklyn,Crown Heights,Private room,29,5,3,0.1,1,206
Brooklyn,Bushwick,Entire home/apt,175,5,8,0.34,1,0
Brooklyn,Windsor Terrace,Entire home/apt,100,1,0,1.3732214298586618,2,11
Manhattan,Upper West Side,Entire home/apt,288,30,0,1.3732214298586618,96,311
Queens,Flushing,Private room,35,1,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Private room,37,1,93,3.0,2,2
Manhattan,Midtown,Entire home/apt,239,30,0,1.3732214298586618,121,352
Brooklyn,Williamsburg,Private room,66,2,6,0.13,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,106,2.28,1,52
Brooklyn,Bay Ridge,Private room,55,15,7,0.13,2,317
Manhattan,Hell's Kitchen,Entire home/apt,225,30,0,1.3732214298586618,49,348
Queens,Kew Gardens,Private room,60,2,7,2.63,5,305
Manhattan,Kips Bay,Entire home/apt,180,30,0,1.3732214298586618,5,327
Manhattan,Financial District,Entire home/apt,209,29,3,0.26,96,328
Brooklyn,Fort Greene,Private room,75,3,9,0.75,1,7
Brooklyn,Williamsburg,Entire home/apt,175,3,10,0.2,1,0
Staten Island,Tottenville,Entire home/apt,85,2,49,2.08,2,159
Manhattan,Harlem,Entire home/apt,175,4,29,0.55,1,7
Queens,Jackson Heights,Entire home/apt,100,2,21,0.38,1,124
Queens,Maspeth,Entire home/apt,120,3,88,2.25,1,303
Manhattan,Lower East Side,Entire home/apt,230,5,6,0.47,1,0
Manhattan,Washington Heights,Private room,60,1,3,0.21,1,341
Brooklyn,Gowanus,Private room,65,1,20,3.13,1,146
Brooklyn,Fort Greene,Entire home/apt,145,3,110,1.2,1,15
Brooklyn,Williamsburg,Private room,60,1,41,4.42,2,5
Brooklyn,Williamsburg,Private room,100,5,44,1.68,1,41
Manhattan,Greenwich Village,Private room,85,2,0,1.3732214298586618,1,0
Manhattan,Upper East Side,Entire home/apt,295,6,0,1.3732214298586618,1,0
Brooklyn,Crown Heights,Private room,39,1,0,1.3732214298586618,1,0
Queens,Astoria,Entire home/apt,85,14,1,1.0,1,77
Staten Island,Grymes Hill,Private room,89,1,1,0.12,1,65
Queens,Elmhurst,Entire home/apt,78,2,1,0.03,1,0
Brooklyn,Park Slope,Entire home/apt,150,5,10,0.17,1,0
Staten Island,Arrochar,Private room,50,7,0,1.3732214298586618,4,189
Brooklyn,Vinegar Hill,Entire home/apt,186,30,1,1.0,1,1
Brooklyn,Columbia St,Entire home/apt,130,2,17,4.55,1,9
Manhattan,Chelsea,Private room,159,1,0,1.3732214298586618,20,359
Brooklyn,Prospect Heights,Private room,75,3,1,0.1,3,0
Manhattan,Morningside Heights,Private room,80,1,37,4.78,3,9
Manhattan,Nolita,Entire home/apt,200,2,5,0.12,1,0
Queens,Elmhurst,Private room,43,1,105,2.61,8,140
Brooklyn,Bedford-Stuyvesant,Private room,40,2,1,1.0,1,1
Manhattan,East Village,Entire home/apt,325,5,1,1.0,1,163
Brooklyn,Downtown Brooklyn,Private room,85,4,13,0.54,1,5
Brooklyn,East New York,Private room,57,3,1,0.44,13,90
Manhattan,Upper East Side,Entire home/apt,102,30,2,0.31,1,0
Manhattan,West Village,Entire home/apt,995,1,3,3.0,1,344
Manhattan,Lower East Side,Private room,175,1,35,3.19,1,19
Manhattan,Harlem,Entire home/apt,200,3,0,1.3732214298586618,1,0
Brooklyn,Clinton Hill,Entire home/apt,150,3,1,0.09,2,255
Brooklyn,Crown Heights,Entire home/apt,100,3,5,0.21,1,0
Manhattan,Upper West Side,Entire home/apt,200,2,128,3.31,1,231
Brooklyn,Williamsburg,Private room,150,2,0,1.3732214298586618,1,36
Manhattan,East Harlem,Private room,120,1,20,6.0,3,357
Brooklyn,Clinton Hill,Private room,88,2,0,1.3732214298586618,1,0
Queens,Flushing,Private room,59,1,49,4.31,4,72
Brooklyn,Bedford-Stuyvesant,Private room,50,3,2,0.09,1,0
Manhattan,Hell's Kitchen,Entire home/apt,90,5,3,0.08,1,0
Manhattan,Hell's Kitchen,Private room,125,3,0,1.3732214298586618,1,173
Brooklyn,Bushwick,Private room,50,1,0,1.3732214298586618,5,329
Manhattan,East Village,Entire home/apt,175,2,35,1.22,1,0
Brooklyn,Crown Heights,Private room,60,3,1,0.03,1,0
Manhattan,Harlem,Private room,39,4,75,2.52,1,52
Manhattan,Upper West Side,Private room,70,3,4,0.11,1,0
Manhattan,West Village,Entire home/apt,289,1,7,0.12,1,0
Manhattan,Hell's Kitchen,Entire home/apt,172,2,5,3.19,1,4
Manhattan,Chelsea,Entire home/apt,380,25,0,1.3732214298586618,1,353
Manhattan,West Village,Entire home/apt,175,2,19,1.45,1,3
Brooklyn,Bushwick,Entire home/apt,95,2,62,3.08,1,34
Queens,Forest Hills,Private room,45,1,43,1.85,2,0
Bronx,Wakefield,Private room,39,1,10,2.73,1,15
Manhattan,Chelsea,Private room,99,12,3,0.6,4,19
Staten Island,Tompkinsville,Private room,55,3,6,0.55,3,154
Queens,Long Island City,Private room,70,2,113,2.6,4,63
Manhattan,Harlem,Private room,145,3,1,0.63,6,365
Brooklyn,South Slope,Entire home/apt,140,3,14,0.28,1,0
Manhattan,East Village,Entire home/apt,140,31,0,1.3732214298586618,1,0
Manhattan,Harlem,Private room,52,5,7,1.68,6,11
Brooklyn,Bushwick,Private room,55,1,88,2.43,2,102
Manhattan,Hell's Kitchen,Entire home/apt,190,30,0,1.3732214298586618,7,353
Brooklyn,Bedford-Stuyvesant,Private room,90,1,0,1.3732214298586618,2,0
Brooklyn,Williamsburg,Private room,135,28,84,1.12,6,310
Brooklyn,Williamsburg,Entire home/apt,40,15,10,0.13,3,365
Brooklyn,Park Slope,Private room,46,3,4,0.27,1,72
Brooklyn,Sheepshead Bay,Private room,200,1,0,1.3732214298586618,1,363
Brooklyn,Bedford-Stuyvesant,Shared room,25,5,76,1.22,3,258
Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,30,2,0.09,3,248
Brooklyn,Bedford-Stuyvesant,Private room,133,7,0,1.3732214298586618,1,0
Brooklyn,Greenpoint,Entire home/apt,500,2,20,0.21,2,127
Manhattan,East Village,Entire home/apt,196,2,7,0.36,1,0
Brooklyn,Bedford-Stuyvesant,Private room,60,1,1,0.08,1,0
Queens,Ditmars Steinway,Private room,60,1,3,0.45,1,40
Manhattan,Upper West Side,Entire home/apt,107,25,1,0.47,1,170
Queens,Flushing,Private room,57,2,17,0.21,4,308
Brooklyn,Williamsburg,Private room,60,1,1,0.03,1,0
Manhattan,Inwood,Entire home/apt,105,4,7,0.19,1,0
Brooklyn,Crown Heights,Entire home/apt,79,4,2,0.08,1,0
