neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Manhattan,Entire home/apt,145.0,30.0,1.0,1.0,6.0,3.0
Manhattan,Entire home/apt,125.0,30.0,5.0,0.34,4.0,5.0
Manhattan,Entire home/apt,350.0,31.0,1.0,0.18,33.0,5.0
Manhattan,Private room,145.0,2.0,29.0,1.67,2.0,4.0
Manhattan,Entire home/apt,300.0,31.0,1.0,0.16,33.0,0.0
Manhattan,Entire home/apt,135.0,31.0,1.0,0.07,33.0,2.0
Manhattan,Entire home/apt,225.0,31.0,0.0,1.3732214298586618,33.0,3.0
Bronx,Entire home/apt,60.0,3.0,41.0,2.44,1.0,3.0
Manhattan,Entire home/apt,300.0,31.0,5.0,0.31,33.0,5.0
Manhattan,Entire home/apt,250.0,31.0,0.0,1.3732214298586618,33.0,3.0
Manhattan,Entire home/apt,300.0,31.0,8.0,0.49,33.0,3.0
Brooklyn,Entire home/apt,110.0,2.0,58.0,3.39,1.0,2.0
Brooklyn,Entire home/apt,104.0,1.0,27.0,1.67,1.0,4.0
Brooklyn,Private room,39.0,1.0,14.0,1.0,8.0,5.0
Queens,Private room,45.0,1.0,55.0,3.26,2.0,4.0
Brooklyn,Entire home/apt,178.0,2.0,19.0,1.13,4.0,3.0
Brooklyn,Private room,45.0,1.0,0.0,1.3732214298586618,26.0,5.0
Brooklyn,Private room,55.0,1.0,4.0,0.23,26.0,0.0
Brooklyn,Entire home/apt,97.0,31.0,8.0,0.59,2.0,2.0
Queens,Private room,35.0,1.0,89.0,5.31,6.0,3.0
Queens,Private room,80.0,2.0,1.0,0.11,1.0,5.0
Brooklyn,Entire home/apt,180.0,45.0,0.0,1.3732214298586618,1.0,5.0
Queens,Private room,68.0,1.0,23.0,1.33,1.0,5.0
Brooklyn,Entire home/apt,140.0,2.0,18.0,1.07,1.0,5.0
Brooklyn,Entire home/apt,130.0,30.0,3.0,0.24,1.0,5.0
Brooklyn,Entire home/apt,93.0,1.0,77.0,4.49,1.0,5.0
Brooklyn,Entire home/apt,130.0,3.0,141.0,8.21,2.0,1.0
Brooklyn,Entire home/apt,65.0,2.0,23.0,2.88,1.0,0.0
Brooklyn,Entire home/apt,119.0,3.0,54.0,3.58,2.0,3.0
Brooklyn,Private room,65.0,1.0,70.0,4.9,2.0,1.0
Brooklyn,Entire home/apt,140.0,3.0,30.0,1.88,1.0,2.0
Brooklyn,Private room,94.0,2.0,52.0,3.26,1.0,0.0
Queens,Private room,31.0,3.0,21.0,1.27,2.0,2.0
Brooklyn,Entire home/apt,250.0,3.0,41.0,2.94,1.0,5.0
Brooklyn,Private room,80.0,7.0,2.0,0.13,9.0,2.0
Brooklyn,Private room,80.0,5.0,2.0,0.14,9.0,0.0
Manhattan,Entire home/apt,150.0,2.0,20.0,1.19,1.0,2.0
Queens,Private room,75.0,2.0,1.0,0.06,2.0,2.0
Queens,Private room,83.0,1.0,9.0,0.55,2.0,0.0
Manhattan,Entire home/apt,135.0,4.0,3.0,0.19,1.0,2.0
Manhattan,Shared room,25.0,1.0,51.0,2.99,3.0,3.0
Manhattan,Entire home/apt,329.0,4.0,12.0,0.91,2.0,5.0
Brooklyn,Private room,55.0,2.0,34.0,1.99,4.0,1.0
Manhattan,Entire home/apt,365.0,5.0,14.0,0.86,2.0,2.0
Manhattan,Entire home/apt,150.0,2.0,10.0,0.58,1.0,5.0
Brooklyn,Private room,99.0,3.0,16.0,1.24,3.0,1.0
Brooklyn,Private room,109.0,3.0,19.0,1.37,3.0,1.0
Brooklyn,Private room,40.0,4.0,5.0,0.38,3.0,5.0
Manhattan,Entire home/apt,325.0,1.0,0.0,1.3732214298586618,3.0,2.0
Queens,Entire home/apt,289.0,4.0,10.0,0.91,2.0,5.0
Manhattan,Entire home/apt,850.0,3.0,27.0,1.57,1.0,2.0
Manhattan,Entire home/apt,225.0,2.0,12.0,0.71,1.0,5.0
Brooklyn,Entire home/apt,90.0,30.0,4.0,0.24,1.0,2.0
Brooklyn,Private room,70.0,2.0,29.0,1.71,1.0,0.0
Queens,Entire home/apt,90.0,4.0,64.0,3.71,1.0,3.0
Bronx,Private room,29.0,1.0,81.0,4.93,4.0,2.0
Queens,Entire home/apt,257.0,1.0,95.0,6.51,6.0,1.0
Manhattan,Entire home/apt,295.0,2.0,15.0,0.94,1.0,3.0
Brooklyn,Private room,70.0,1.0,53.0,3.29,7.0,5.0
Manhattan,Private room,65.0,4.0,10.0,0.6,1.0,5.0
Brooklyn,Private room,62.0,1.0,27.0,1.69,7.0,2.0
Manhattan,Entire home/apt,225.0,7.0,10.0,0.78,1.0,4.0
Queens,Private room,49.0,4.0,5.0,0.36,1.0,5.0
Brooklyn,Entire home/apt,325.0,2.0,7.0,0.61,1.0,3.0
Manhattan,Private room,100.0,1.0,28.0,1.66,3.0,5.0
Manhattan,Entire home/apt,67.0,15.0,1.0,0.06,1.0,5.0
Brooklyn,Private room,90.0,2.0,19.0,1.23,1.0,4.0
Brooklyn,Private room,45.0,2.0,21.0,1.35,2.0,5.0
Manhattan,Entire home/apt,495.0,4.0,7.0,0.46,4.0,2.0
Manhattan,Private room,112.0,4.0,14.0,0.9,2.0,3.0
Brooklyn,Entire home/apt,104.0,4.0,10.0,0.73,1.0,5.0
Manhattan,Private room,95.0,2.0,56.0,3.33,1.0,5.0
Bronx,Private room,80.0,3.0,20.0,1.18,2.0,4.0
Manhattan,Entire home/apt,115.0,2.0,3.0,0.22,1.0,5.0
Brooklyn,Entire home/apt,148.0,4.0,26.0,1.68,2.0,4.0
Queens,Entire home/apt,75.0,3.0,13.0,0.78,1.0,2.0
Manhattan,Entire home/apt,169.0,1.0,1.0,0.18,1.0,1.0
Brooklyn,Private room,60.0,4.0,10.0,0.58,1.0,5.0
Manhattan,Entire home/apt,115.0,4.0,26.0,1.66,1.0,0.0
Queens,Entire home/apt,106.0,4.0,57.0,3.73,2.0,5.0
Brooklyn,Private room,50.0,2.0,58.0,3.44,1.0,0.0
Queens,Entire home/apt,120.0,3.0,59.0,3.49,1.0,1.0
Brooklyn,Entire home/apt,120.0,1.0,59.0,3.69,1.0,2.0
Manhattan,Entire home/apt,127.0,5.0,30.0,2.0,1.0,4.0
Manhattan,Entire home/apt,160.0,3.0,36.0,2.14,3.0,1.0
Bronx,Entire home/apt,250.0,2.0,22.0,1.44,5.0,4.0
Brooklyn,Entire home/apt,76.0,14.0,1.0,0.06,1.0,2.0
Manhattan,Entire home/apt,180.0,3.0,31.0,1.98,2.0,1.0
Manhattan,Entire home/apt,130.0,10.0,4.0,0.38,1.0,4.0
Queens,Private room,59.0,1.0,24.0,1.43,1.0,2.0
Queens,Private room,80.0,1.0,73.0,4.57,2.0,4.0
Brooklyn,Private room,40.0,3.0,51.0,3.0,2.0,3.0
Manhattan,Private room,63.0,7.0,4.0,0.39,1.0,2.0
Brooklyn,Private room,95.0,1.0,22.0,1.33,1.0,1.0
Manhattan,Private room,75.0,1.0,1.0,0.06,1.0,4.0
Queens,Shared room,1250.0,1.0,1.0,0.06,1.0,3.0
Queens,Private room,40.0,1.0,2.0,0.13,2.0,1.0
Manhattan,Entire home/apt,135.0,31.0,5.0,0.37,11.0,5.0
Queens,Private room,44.0,1.0,78.0,4.62,2.0,5.0
Brooklyn,Private room,42.0,2.0,89.0,5.54,2.0,4.0
Manhattan,Shared room,33.0,100.0,2.0,0.18,4.0,4.0
Brooklyn,Private room,70.0,1.0,18.0,1.07,1.0,2.0
Brooklyn,Private room,75.0,2.0,17.0,1.07,1.0,5.0
Manhattan,Entire home/apt,250.0,30.0,2.0,0.19,12.0,1.0
Manhattan,Entire home/apt,150.0,3.0,27.0,1.79,1.0,1.0
Manhattan,Private room,65.0,2.0,25.0,1.5,1.0,5.0
Manhattan,Entire home/apt,159.0,1.0,77.0,5.3,1.0,5.0
Brooklyn,Private room,65.0,2.0,8.0,0.52,2.0,1.0
Manhattan,Private room,159.0,1.0,0.0,1.3732214298586618,4.0,0.0
Queens,Private room,60.0,1.0,44.0,2.57,1.0,2.0
Queens,Private room,46.0,1.0,2.0,0.16,1.0,2.0
Manhattan,Entire home/apt,150.0,5.0,0.0,1.3732214298586618,1.0,0.0
Brooklyn,Entire home/apt,190.0,2.0,5.0,0.32,2.0,2.0
Brooklyn,Private room,65.0,7.0,0.0,1.3732214298586618,3.0,1.0
Brooklyn,Entire home/apt,125.0,2.0,48.0,3.0,1.0,5.0
Staten Island,Entire home/apt,71.0,2.0,30.0,1.8,1.0,3.0
Brooklyn,Entire home/apt,150.0,4.0,82.0,4.86,1.0,5.0
Queens,Entire home/apt,80.0,5.0,51.0,3.23,1.0,5.0
Brooklyn,Entire home/apt,70.0,30.0,10.0,0.62,3.0,3.0
Manhattan,Entire home/apt,80.0,5.0,15.0,0.93,1.0,0.0
Manhattan,Entire home/apt,210.0,1.0,108.0,6.4,3.0,2.0
Queens,Entire home/apt,100.0,60.0,2.0,0.17,1.0,3.0
Manhattan,Private room,47.0,2.0,83.0,4.97,2.0,0.0
Manhattan,Private room,99.0,3.0,35.0,2.22,1.0,2.0
Brooklyn,Entire home/apt,150.0,4.0,42.0,2.69,1.0,4.0
Brooklyn,Private room,50.0,6.0,0.0,1.3732214298586618,1.0,4.0
Manhattan,Shared room,80.0,1.0,1.0,0.06,1.0,5.0
Bronx,Private room,47.0,5.0,33.0,1.96,1.0,5.0
Brooklyn,Private room,67.0,3.0,16.0,1.11,2.0,0.0
Queens,Private room,60.0,2.0,25.0,1.54,7.0,0.0
Staten Island,Entire home/apt,245.0,2.0,37.0,2.28,1.0,3.0
Brooklyn,Private room,29.0,1.0,65.0,3.88,1.0,5.0
Manhattan,Entire home/apt,189.0,1.0,40.0,2.37,1.0,2.0
Brooklyn,Private room,41.0,1.0,82.0,5.0,1.0,3.0
Queens,Private room,60.0,2.0,26.0,2.49,1.0,3.0
Brooklyn,Entire home/apt,120.0,2.0,45.0,2.79,1.0,3.0
Manhattan,Entire home/apt,123.0,2.0,6.0,0.38,1.0,5.0
Queens,Private room,30.0,3.0,13.0,0.84,2.0,2.0
Bronx,Private room,54.0,1.0,16.0,0.99,1.0,5.0
Brooklyn,Entire home/apt,75.0,3.0,9.0,0.54,1.0,3.0
Manhattan,Entire home/apt,92.0,7.0,9.0,0.53,1.0,2.0
Brooklyn,Entire home/apt,130.0,5.0,61.0,3.84,2.0,2.0
Manhattan,Entire home/apt,180.0,1.0,72.0,4.67,3.0,4.0
Brooklyn,Entire home/apt,89.0,1.0,113.0,6.7,1.0,5.0
Manhattan,Private room,93.0,1.0,27.0,1.69,3.0,0.0
Manhattan,Entire home/apt,289.0,30.0,0.0,1.3732214298586618,232.0,2.0
Queens,Entire home/apt,85.0,30.0,4.0,0.31,15.0,2.0
Manhattan,Private room,80.0,1.0,54.0,3.74,3.0,5.0
Brooklyn,Entire home/apt,150.0,4.0,6.0,0.63,1.0,5.0
Manhattan,Shared room,35.0,14.0,0.0,1.3732214298586618,28.0,2.0
Brooklyn,Entire home/apt,175.0,2.0,92.0,5.47,1.0,3.0
Brooklyn,Private room,50.0,4.0,36.0,2.19,2.0,5.0
Queens,Private room,55.0,1.0,72.0,4.27,2.0,5.0
Queens,Entire home/apt,109.0,2.0,68.0,4.02,1.0,2.0
Manhattan,Entire home/apt,500.0,3.0,56.0,3.57,2.0,5.0
Brooklyn,Private room,150.0,2.0,0.0,1.3732214298586618,1.0,5.0
Bronx,Private room,34.0,1.0,2.0,0.12,2.0,5.0
Brooklyn,Entire home/apt,260.0,2.0,6.0,0.4,1.0,4.0
Brooklyn,Private room,68.0,2.0,64.0,3.89,6.0,2.0
Brooklyn,Entire home/apt,200.0,30.0,19.0,1.17,2.0,0.0
Brooklyn,Entire home/apt,125.0,31.0,11.0,1.29,2.0,0.0
Brooklyn,Private room,68.0,28.0,5.0,0.53,1.0,3.0
Manhattan,Entire home/apt,300.0,3.0,30.0,1.77,2.0,3.0
Brooklyn,Entire home/apt,87.0,2.0,70.0,4.25,1.0,5.0
Manhattan,Entire home/apt,500.0,180.0,0.0,1.3732214298586618,10.0,4.0
Brooklyn,Entire home/apt,160.0,2.0,9.0,0.56,1.0,3.0
Staten Island,Private room,40.0,5.0,1.0,0.07,1.0,5.0
Brooklyn,Private room,50.0,4.0,24.0,1.69,2.0,2.0
Manhattan,Shared room,60.0,1.0,34.0,2.01,4.0,3.0
Brooklyn,Private room,40.0,7.0,0.0,1.3732214298586618,1.0,2.0
Manhattan,Entire home/apt,172.0,4.0,27.0,1.75,1.0,3.0
Manhattan,Entire home/apt,240.0,1.0,66.0,4.09,1.0,5.0
Bronx,Private room,73.0,2.0,31.0,1.83,2.0,2.0
Queens,Shared room,34.0,1.0,45.0,2.66,3.0,5.0
Queens,Entire home/apt,60.0,6.0,11.0,0.66,11.0,3.0
Manhattan,Private room,70.0,2.0,8.0,0.49,1.0,4.0
Queens,Entire home/apt,93.0,2.0,70.0,4.24,1.0,3.0
Manhattan,Private room,140.0,3.0,27.0,1.69,1.0,3.0
Manhattan,Private room,700.0,1.0,0.0,1.3732214298586618,11.0,2.0
Manhattan,Private room,125.0,1.0,7.0,0.43,1.0,5.0
Manhattan,Entire home/apt,295.0,2.0,71.0,4.25,1.0,2.0
Brooklyn,Private room,75.0,1.0,133.0,7.87,3.0,3.0
Brooklyn,Shared room,75.0,1.0,25.0,1.69,1.0,0.0
Queens,Shared room,30.0,1.0,51.0,3.02,3.0,2.0
Manhattan,Entire home/apt,127.0,4.0,7.0,0.43,2.0,5.0
Brooklyn,Private room,59.0,5.0,1.0,0.1,2.0,3.0
Brooklyn,Entire home/apt,105.0,2.0,45.0,3.98,1.0,4.0
Brooklyn,Private room,58.0,1.0,10.0,0.63,8.0,1.0
Queens,Shared room,30.0,1.0,36.0,2.29,3.0,0.0
Queens,Shared room,30.0,1.0,41.0,2.48,3.0,2.0
Manhattan,Entire home/apt,146.0,7.0,3.0,0.21,1.0,5.0
Brooklyn,Private room,52.0,3.0,23.0,1.37,13.0,4.0
Manhattan,Private room,35.0,20.0,1.0,0.11,2.0,3.0
Brooklyn,Private room,88.0,1.0,58.0,3.55,4.0,5.0
Brooklyn,Private room,80.0,3.0,0.0,1.3732214298586618,2.0,2.0
Manhattan,Entire home/apt,149.0,3.0,15.0,0.92,1.0,5.0
Manhattan,Entire home/apt,169.0,30.0,48.0,3.27,1.0,4.0
Queens,Private room,85.0,2.0,3.0,0.18,1.0,1.0
Manhattan,Entire home/apt,395.0,3.0,4.0,0.3,1.0,3.0
Brooklyn,Entire home/apt,100.0,3.0,6.0,0.43,1.0,0.0
Brooklyn,Entire home/apt,99.0,2.0,21.0,1.31,1.0,5.0
Manhattan,Shared room,75.0,1.0,40.0,2.39,2.0,2.0
Manhattan,Private room,60.0,1.0,61.0,3.67,1.0,5.0
Queens,Private room,46.0,2.0,31.0,1.92,1.0,1.0
Brooklyn,Entire home/apt,175.0,4.0,44.0,2.66,1.0,4.0
Queens,Entire home/apt,120.0,1.0,35.0,2.18,1.0,3.0
Manhattan,Entire home/apt,179.0,2.0,37.0,2.32,1.0,3.0
Brooklyn,Entire home/apt,1000.0,1.0,0.0,1.3732214298586618,4.0,0.0
Manhattan,Entire home/apt,120.0,4.0,10.0,0.6,1.0,3.0
Brooklyn,Entire home/apt,2000.0,1.0,0.0,1.3732214298586618,4.0,5.0
Brooklyn,Entire home/apt,2500.0,1.0,0.0,1.3732214298586618,4.0,3.0
Brooklyn,Entire home/apt,115.0,2.0,39.0,2.41,1.0,5.0
Manhattan,Entire home/apt,8500.0,30.0,2.0,0.18,1.0,2.0
Manhattan,Entire home/apt,125.0,2.0,24.0,1.63,1.0,3.0
Manhattan,Private room,115.0,6.0,2.0,0.22,3.0,4.0
Brooklyn,Entire home/apt,225.0,2.0,32.0,2.31,1.0,5.0
Brooklyn,Entire home/apt,175.0,6.0,2.0,0.13,1.0,4.0
Manhattan,Shared room,32.0,14.0,0.0,1.3732214298586618,4.0,5.0
Manhattan,Private room,39.0,1.0,26.0,1.62,2.0,4.0
Manhattan,Private room,110.0,3.0,71.0,4.39,2.0,5.0
Brooklyn,Private room,59.0,5.0,0.0,1.3732214298586618,2.0,4.0
Brooklyn,Entire home/apt,139.0,3.0,21.0,1.49,1.0,2.0
Brooklyn,Private room,70.0,1.0,42.0,2.5,3.0,5.0
Manhattan,Private room,81.0,5.0,24.0,1.48,1.0,5.0
Manhattan,Entire home/apt,68.0,3.0,64.0,3.92,1.0,2.0
Brooklyn,Entire home/apt,95.0,2.0,50.0,3.13,1.0,0.0
Manhattan,Entire home/apt,409.0,3.0,52.0,3.15,1.0,5.0
Brooklyn,Entire home/apt,200.0,6.0,3.0,0.27,1.0,5.0
Manhattan,Private room,95.0,5.0,20.0,1.42,2.0,0.0
Brooklyn,Private room,60.0,4.0,0.0,1.3732214298586618,1.0,0.0
Manhattan,Entire home/apt,240.0,30.0,2.0,0.14,6.0,4.0
Queens,Private room,46.0,2.0,26.0,1.65,6.0,5.0
Staten Island,Private room,31.0,7.0,3.0,0.19,1.0,0.0
Queens,Private room,100.0,2.0,21.0,1.86,1.0,2.0
Brooklyn,Entire home/apt,159.0,3.0,12.0,0.78,2.0,3.0
Brooklyn,Private room,59.0,2.0,10.0,0.62,1.0,3.0
Brooklyn,Entire home/apt,150.0,2.0,13.0,0.94,1.0,5.0
Queens,Private room,80.0,1.0,4.0,0.28,2.0,5.0
Manhattan,Entire home/apt,200.0,3.0,81.0,5.8,1.0,3.0
Manhattan,Entire home/apt,225.0,6.0,22.0,1.36,1.0,4.0
Manhattan,Entire home/apt,225.0,30.0,1.0,0.09,6.0,3.0
Queens,Entire home/apt,100.0,2.0,45.0,2.89,1.0,5.0
Brooklyn,Private room,96.0,3.0,38.0,2.31,1.0,0.0
Queens,Private room,60.0,1.0,22.0,1.37,7.0,2.0
Queens,Private room,60.0,1.0,14.0,0.88,7.0,3.0
Manhattan,Entire home/apt,145.0,29.0,18.0,1.13,1.0,3.0
Manhattan,Private room,335.0,4.0,0.0,1.3732214298586618,1.0,5.0
Brooklyn,Private room,80.0,1.0,14.0,0.87,1.0,5.0
Brooklyn,Entire home/apt,155.0,1.0,16.0,1.04,1.0,2.0
Manhattan,Entire home/apt,100.0,30.0,5.0,0.34,8.0,0.0
Brooklyn,Entire home/apt,120.0,2.0,89.0,5.59,1.0,2.0
Manhattan,Entire home/apt,225.0,2.0,8.0,0.48,1.0,1.0
Manhattan,Private room,75.0,3.0,21.0,1.47,3.0,2.0
Manhattan,Private room,89.0,6.0,5.0,0.31,3.0,2.0
Queens,Private room,60.0,1.0,112.0,7.55,2.0,5.0
Queens,Private room,60.0,1.0,83.0,5.11,6.0,3.0
Manhattan,Shared room,77.0,1.0,0.0,1.3732214298586618,1.0,2.0
Brooklyn,Entire home/apt,250.0,2.0,81.0,4.89,1.0,0.0
Manhattan,Private room,80.0,4.0,1.0,0.06,1.0,3.0
Brooklyn,Private room,43.0,1.0,58.0,3.65,6.0,5.0
Brooklyn,Private room,43.0,1.0,35.0,2.15,6.0,2.0
Brooklyn,Private room,43.0,1.0,33.0,2.04,6.0,1.0
Staten Island,Entire home/apt,60.0,3.0,81.0,5.09,3.0,5.0
Manhattan,Private room,60.0,2.0,16.0,1.0,1.0,4.0
Queens,Private room,46.0,2.0,22.0,1.36,6.0,2.0
Brooklyn,Entire home/apt,200.0,3.0,29.0,3.33,1.0,3.0
Manhattan,Private room,80.0,4.0,34.0,2.24,2.0,1.0
Bronx,Private room,65.0,2.0,2.0,0.13,2.0,2.0
Manhattan,Private room,90.0,3.0,2.0,0.63,2.0,0.0
Manhattan,Shared room,75.0,1.0,69.0,4.21,6.0,2.0
Brooklyn,Private room,40.0,3.0,3.0,0.18,4.0,1.0
Manhattan,Entire home/apt,450.0,30.0,16.0,0.98,1.0,4.0
Brooklyn,Entire home/apt,150.0,2.0,68.0,4.27,2.0,4.0
Brooklyn,Entire home/apt,110.0,3.0,7.0,0.42,1.0,0.0
Brooklyn,Private room,101.0,1.0,5.0,0.34,1.0,0.0
Queens,Entire home/apt,135.0,2.0,68.0,4.27,1.0,2.0
Brooklyn,Private room,55.0,1.0,18.0,1.11,1.0,5.0
Queens,Private room,51.0,2.0,60.0,3.93,5.0,3.0
Queens,Private room,39.0,2.0,59.0,3.7,5.0,0.0
Queens,Private room,37.0,2.0,66.0,4.06,5.0,1.0
Queens,Private room,37.0,2.0,34.0,2.07,5.0,3.0
Queens,Private room,37.0,2.0,32.0,1.96,5.0,1.0
Queens,Private room,75.0,2.0,85.0,5.56,2.0,3.0
Manhattan,Entire home/apt,130.0,2.0,77.0,4.7,1.0,2.0
Manhattan,Entire home/apt,479.0,1.0,52.0,3.24,1.0,2.0
Queens,Private room,89.0,1.0,42.0,2.57,1.0,1.0
Brooklyn,Entire home/apt,175.0,3.0,21.0,1.3,1.0,2.0
Queens,Private room,49.0,1.0,3.0,0.19,5.0,5.0
Queens,Entire home/apt,135.0,30.0,0.0,1.3732214298586618,2.0,3.0
Brooklyn,Entire home/apt,84.0,30.0,7.0,0.44,26.0,0.0
Queens,Private room,60.0,2.0,35.0,2.17,1.0,0.0
Manhattan,Entire home/apt,170.0,4.0,47.0,3.09,1.0,2.0
Manhattan,Entire home/apt,126.0,3.0,52.0,3.27,1.0,5.0
Brooklyn,Private room,100.0,1.0,2.0,0.13,2.0,3.0
Manhattan,Private room,55.0,1.0,2.0,0.13,1.0,0.0
Manhattan,Entire home/apt,159.0,2.0,10.0,0.7,1.0,0.0
Brooklyn,Private room,90.0,2.0,16.0,1.0,2.0,1.0
Queens,Private room,30.0,2.0,57.0,3.54,6.0,3.0
Brooklyn,Entire home/apt,325.0,4.0,3.0,0.27,2.0,2.0
Brooklyn,Private room,70.0,3.0,2.0,0.32,1.0,5.0
Bronx,Private room,80.0,2.0,32.0,2.07,3.0,5.0
Manhattan,Entire home/apt,150.0,4.0,21.0,1.46,2.0,4.0
Bronx,Private room,80.0,2.0,29.0,1.81,3.0,5.0
Manhattan,Private room,83.0,1.0,75.0,4.57,1.0,2.0
Queens,Shared room,50.0,1.0,25.0,1.56,1.0,4.0
Manhattan,Entire home/apt,165.0,7.0,2.0,0.17,2.0,4.0
Brooklyn,Entire home/apt,130.0,7.0,11.0,1.3,1.0,5.0
Brooklyn,Entire home/apt,60.0,3.0,61.0,3.73,2.0,3.0
Manhattan,Entire home/apt,158.0,1.0,46.0,2.88,1.0,5.0
Queens,Entire home/apt,65.0,2.0,15.0,1.02,1.0,0.0
Brooklyn,Entire home/apt,110.0,1.0,59.0,3.7,1.0,5.0
Brooklyn,Entire home/apt,145.0,2.0,66.0,4.85,1.0,0.0
Brooklyn,Private room,77.0,2.0,6.0,0.38,2.0,4.0
Brooklyn,Private room,99.0,2.0,8.0,0.53,2.0,5.0
Manhattan,Private room,89.0,3.0,7.0,0.68,5.0,1.0
Manhattan,Private room,98.0,5.0,30.0,1.97,2.0,0.0
Manhattan,Entire home/apt,305.0,30.0,1.0,0.17,232.0,2.0
Manhattan,Shared room,75.0,1.0,53.0,3.25,6.0,5.0
Manhattan,Shared room,70.0,1.0,50.0,3.07,6.0,1.0
Brooklyn,Private room,68.0,2.0,69.0,4.26,6.0,3.0
Brooklyn,Entire home/apt,450.0,3.0,2.0,0.17,1.0,5.0
Manhattan,Entire home/apt,200.0,3.0,21.0,1.46,1.0,4.0
Manhattan,Entire home/apt,290.0,5.0,4.0,0.24,2.0,1.0
Bronx,Private room,50.0,3.0,18.0,1.16,2.0,1.0
Brooklyn,Entire home/apt,175.0,2.0,50.0,3.18,1.0,0.0
Brooklyn,Entire home/apt,125.0,3.0,25.0,1.57,1.0,4.0
Manhattan,Entire home/apt,96.0,1.0,32.0,2.03,1.0,2.0
Manhattan,Entire home/apt,250.0,2.0,38.0,2.65,1.0,2.0
Manhattan,Entire home/apt,135.0,12.0,4.0,0.28,1.0,2.0
Brooklyn,Private room,75.0,2.0,2.0,0.13,2.0,3.0
Manhattan,Entire home/apt,220.0,4.0,17.0,1.06,1.0,5.0
Brooklyn,Private room,70.0,2.0,23.0,1.58,1.0,2.0
Manhattan,Entire home/apt,175.0,7.0,12.0,1.01,1.0,0.0
Queens,Entire home/apt,95.0,5.0,29.0,1.81,1.0,3.0
Brooklyn,Private room,640.0,3.0,3.0,0.2,1.0,2.0
Queens,Entire home/apt,278.0,2.0,31.0,2.12,7.0,5.0
Manhattan,Entire home/apt,125.0,2.0,8.0,0.5,1.0,5.0
Queens,Private room,65.0,3.0,31.0,2.21,2.0,3.0
Brooklyn,Private room,43.0,1.0,12.0,0.76,2.0,3.0
Brooklyn,Shared room,250.0,3.0,0.0,1.3732214298586618,1.0,2.0
Brooklyn,Entire home/apt,285.0,1.0,5.0,0.39,4.0,1.0
Manhattan,Entire home/apt,85.0,1.0,2.0,0.12,1.0,3.0
Manhattan,Private room,120.0,7.0,2.0,0.19,1.0,3.0
Manhattan,Entire home/apt,165.0,6.0,10.0,0.65,1.0,3.0
Manhattan,Entire home/apt,250.0,30.0,3.0,0.19,10.0,2.0
Brooklyn,Entire home/apt,140.0,2.0,59.0,3.68,1.0,2.0
Queens,Entire home/apt,120.0,3.0,2.0,1.5,1.0,5.0
Queens,Entire home/apt,200.0,1.0,54.0,3.38,2.0,0.0
Manhattan,Private room,55.0,1.0,39.0,2.37,2.0,5.0
Brooklyn,Entire home/apt,86.0,1.0,154.0,9.53,2.0,2.0
Manhattan,Entire home/apt,130.0,2.0,3.0,0.2,2.0,5.0
Brooklyn,Entire home/apt,112.0,3.0,43.0,2.63,1.0,1.0
Brooklyn,Private room,70.0,1.0,66.0,4.07,1.0,2.0
Brooklyn,Entire home/apt,150.0,2.0,8.0,0.52,2.0,2.0
Brooklyn,Entire home/apt,378.0,3.0,13.0,0.85,1.0,4.0
Bronx,Entire home/apt,85.0,2.0,83.0,5.19,1.0,5.0
Queens,Entire home/apt,190.0,2.0,65.0,4.05,1.0,0.0
Manhattan,Private room,70.0,3.0,1.0,0.26,2.0,0.0
Manhattan,Private room,100.0,3.0,10.0,0.62,3.0,3.0
Manhattan,Entire home/apt,245.0,60.0,12.0,0.75,1.0,4.0
Brooklyn,Entire home/apt,68.0,3.0,19.0,1.23,1.0,0.0
Brooklyn,Entire home/apt,95.0,1.0,8.0,0.52,2.0,5.0
Brooklyn,Private room,74.0,1.0,20.0,1.31,4.0,2.0
Manhattan,Private room,53.0,21.0,2.0,0.46,2.0,5.0
Manhattan,Private room,45.0,1.0,1.0,0.07,4.0,3.0
Brooklyn,Private room,125.0,3.0,1.0,0.06,3.0,5.0
Manhattan,Private room,95.0,1.0,78.0,4.79,1.0,2.0
Brooklyn,Private room,45.0,3.0,17.0,1.04,1.0,3.0
Manhattan,Entire home/apt,300.0,3.0,24.0,1.76,1.0,2.0
Queens,Private room,55.0,4.0,2.0,0.65,5.0,2.0
Bronx,Private room,47.0,3.0,14.0,0.89,1.0,3.0
Brooklyn,Entire home/apt,140.0,1.0,30.0,2.18,2.0,0.0
Bronx,Entire home/apt,240.0,1.0,22.0,1.4,3.0,2.0
Manhattan,Entire home/apt,140.0,300.0,0.0,1.3732214298586618,1.0,5.0
Queens,Private room,120.0,1.0,3.0,0.29,1.0,1.0
Brooklyn,Entire home/apt,200.0,30.0,6.0,0.41,1.0,2.0
Brooklyn,Private room,49.0,14.0,5.0,0.34,2.0,5.0
Queens,Private room,70.0,1.0,41.0,2.76,1.0,3.0
Manhattan,Entire home/apt,400.0,4.0,7.0,0.93,2.0,5.0
Manhattan,Entire home/apt,199.0,2.0,69.0,4.23,1.0,4.0
Manhattan,Entire home/apt,194.0,1.0,19.0,1.23,1.0,0.0
Manhattan,Entire home/apt,500.0,30.0,2.0,0.12,1.0,5.0
