neighbourhood,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,ng_Brooklyn,ng_Manhattan,ng_Queens,ng_Staten Island,rt_Private room,rt_Shared room
Williamsburg,68,5,14,0.3,2,10,1,0,0,0,1,0
Williamsburg,58,3,47,4.26,2,188,1,0,0,0,1,0
Williamsburg,95,2,13,0.43,1,0,1,0,0,0,0,0
Bay Ridge,80,3,39,4.5,1,8,1,0,0,0,0,0
Upper West Side,45,30,4,0.36,3,242,0,1,0,0,1,0
East Flatbush,200,1,2,0.08,1,178,1,0,0,0,1,0
Bedford-Stuyvesant,50,21,1,0.12,1,0,1,0,0,0,1,0
Concourse,85,2,11,0.18,2,363,0,0,0,0,1,0
Bedford-Stuyvesant,40,2,3,0.27,1,0,1,0,0,0,1,0
Bushwick,350,2,6,0.95,2,99,1,0,0,0,0,0
New Brighton,249,2,8,2.58,1,241,0,0,0,1,0,0
Hell's Kitchen,170,2,0,1.3732214298586618,1,0,0,1,0,0,0,0
Williamsburg,350,2,3,0.08,1,0,1,0,0,0,0,0
Maspeth,65,1,0,1.3732214298586618,1,177,0,0,1,0,1,0
Inwood,130,2,0,1.3732214298586618,1,0,0,1,0,0,0,0
Midtown,425,5,0,1.3732214298586618,1,40,0,1,0,0,0,0
East Flatbush,99,1,0,1.3732214298586618,6,365,1,0,0,0,1,0
Hell's Kitchen,155,1,62,2.87,4,307,0,1,0,0,1,0
Hell's Kitchen,160,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Sunset Park,58,3,106,3.06,1,3,1,0,0,0,1,0
Williamsburg,175,11,11,0.24,1,0,1,0,0,0,0,0
Melrose,59,2,2,2.0,1,0,0,0,0,0,0,0
Harlem,45,3,3,0.13,2,0,0,1,0,0,1,0
Harlem,75,2,6,0.55,2,68,0,1,0,0,1,0
Greenpoint,160,3,57,1.63,1,314,1,0,0,0,0,0
Civic Center,185,30,0,1.3732214298586618,2,58,0,1,0,0,0,0
Ridgewood,110,1,0,1.3732214298586618,1,0,0,0,1,0,0,0
Edenwald,75,3,1,0.13,3,311,0,0,0,0,1,0
Harlem,100,2,18,1.45,1,0,0,1,0,0,0,0
Harlem,250,1,0,1.3732214298586618,1,179,0,1,0,0,1,0
Fort Greene,65,4,0,1.3732214298586618,1,0,1,0,0,0,1,0
Upper West Side,375,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Prospect Heights,99,1,8,0.17,2,0,1,0,0,0,1,0
Williamsburg,275,1,148,1.4,1,362,1,0,0,0,0,0
Chelsea,130,6,63,1.68,1,34,0,1,0,0,0,0
Morningside Heights,95,2,0,1.3732214298586618,2,0,0,1,0,0,0,0
Bay Ridge,130,14,23,0.48,2,33,1,0,0,0,0,0
Morningside Heights,70,3,0,1.3732214298586618,1,0,0,1,0,0,1,0
Upper West Side,190,30,4,0.63,25,363,0,1,0,0,0,0
Sunnyside,95,21,102,2.9,1,138,0,0,1,0,0,0
Sheepshead Bay,89,2,0,1.3732214298586618,1,59,1,0,0,0,1,0
Hell's Kitchen,120,30,3,0.26,20,342,0,1,0,0,0,0
Chelsea,230,6,6,0.09,1,0,0,1,0,0,0,0
Williamsburg,62,1,6,0.39,2,0,1,0,0,0,1,0
West Village,329,4,33,1.25,1,16,0,1,0,0,0,0
Brighton Beach,119,1,19,1.02,2,135,1,0,0,0,0,0
Midtown,310,1,0,1.3732214298586618,8,0,0,1,0,0,0,0
Hell's Kitchen,95,3,9,4.58,1,94,0,1,0,0,1,0
NoHo,150,6,0,1.3732214298586618,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,75,4,0,1.3732214298586618,1,38,1,0,0,0,1,0
Crown Heights,150,5,14,0.29,1,0,1,0,0,0,0,0
Murray Hill,189,1,3,0.05,1,0,0,1,0,0,0,0
Astoria,50,1,99,2.21,9,341,0,0,1,0,1,0
Long Island City,95,3,1,0.11,1,24,0,0,1,0,1,0
Clinton Hill,173,2,3,0.26,1,0,1,0,0,0,0,0
Bedford-Stuyvesant,65,3,5,0.95,4,161,1,0,0,0,1,0
Hell's Kitchen,69,1,17,1.3,3,212,0,1,0,0,0,1
Jamaica,54,2,45,4.18,1,12,0,0,1,0,0,0
Midtown,650,2,6,0.42,2,363,0,1,0,0,0,0
Clinton Hill,75,3,7,0.25,1,0,1,0,0,0,1,0
Upper East Side,117,30,8,0.25,91,311,0,1,0,0,0,0
Morningside Heights,150,5,3,0.1,1,25,0,1,0,0,0,0
East Village,200,2,1,1.0,1,43,0,1,0,0,0,0
Midtown,129,1,159,4.39,1,193,0,1,0,0,0,0
Carroll Gardens,150,4,9,0.87,1,0,1,0,0,0,0,0
Bensonhurst,50,30,0,1.3732214298586618,1,98,1,0,0,0,1,0
Fresh Meadows,50,2,6,0.42,1,51,0,0,1,0,1,0
Chelsea,140,5,50,0.91,1,328,0,1,0,0,0,0
Pelham Gardens,47,2,138,3.22,2,353,0,0,0,0,1,0
Hell's Kitchen,170,3,26,1.4,1,1,0,1,0,0,0,0
Williamsburg,198,30,9,0.44,3,298,1,0,0,0,0,0
Washington Heights,55,2,17,0.27,2,34,0,1,0,0,1,0
Upper West Side,70,2,0,1.3732214298586618,1,0,0,1,0,0,0,1
Cobble Hill,80,7,57,4.49,2,285,1,0,0,0,1,0
Chinatown,175,30,4,0.11,1,0,0,1,0,0,0,0
Chelsea,175,3,3,3.0,1,49,0,1,0,0,0,0
Midtown,208,1,4,0.3,17,215,0,1,0,0,0,0
West Farms,79,1,3,0.16,1,179,0,0,0,0,1,0
South Slope,199,1,1,0.02,1,0,1,0,0,0,0,0
Upper West Side,260,3,1,0.05,1,0,0,1,0,0,0,0
Flushing,57,1,13,3.28,1,347,0,0,1,0,1,0
East Village,95,4,2,0.08,1,0,0,1,0,0,1,0
SoHo,165,2,0,1.3732214298586618,1,0,0,1,0,0,0,0
South Slope,159,1,11,1.05,5,262,1,0,0,0,0,0
Upper West Side,85,1,0,1.3732214298586618,1,0,0,1,0,0,0,1
Chelsea,225,3,0,1.3732214298586618,1,80,0,1,0,0,0,0
East Harlem,68,3,4,0.64,3,95,0,1,0,0,1,0
Park Slope,125,1,40,2.97,1,335,1,0,0,0,0,0
Upper West Side,173,10,0,1.3732214298586618,1,0,0,1,0,0,0,0
Clinton Hill,150,2,3,0.08,1,35,1,0,0,0,1,0
Brighton Beach,150,5,8,0.56,1,179,1,0,0,0,0,0
West Village,180,30,0,1.3732214298586618,1,264,0,1,0,0,0,0
Bedford-Stuyvesant,89,2,35,1.35,4,139,1,0,0,0,1,0
Upper West Side,145,2,1,0.11,1,180,0,1,0,0,1,0
Flushing,80,1,21,1.9,9,362,0,0,1,0,1,0
Woodside,70,30,25,0.22,1,324,0,0,1,0,1,0
Williamsburg,220,2,14,0.76,1,0,1,0,0,0,0,0
Upper East Side,151,3,19,0.41,1,0,0,1,0,0,0,0
Harlem,75,7,12,0.63,1,3,0,1,0,0,0,0
Woodhaven,45,1,235,6.15,4,278,0,0,1,0,1,0
Midtown,220,3,1,1.0,1,334,0,1,0,0,0,0
Financial District,416,2,7,1.72,327,338,0,1,0,0,0,0
Flatbush,45,5,59,1.46,4,247,1,0,0,0,1,0
Flatlands,175,2,3,1.73,1,275,1,0,0,0,1,0
Upper East Side,73,4,48,0.8,5,153,0,1,0,0,1,0
East Village,220,2,48,1.21,1,135,0,1,0,0,0,0
Williamsburg,125,2,80,4.44,2,74,1,0,0,0,0,0
Upper East Side,155,30,7,0.19,12,52,0,1,0,0,0,0
Bushwick,40,3,1,1.0,3,96,1,0,0,0,1,0
Flushing,200,1,12,4.5,1,139,0,0,1,0,0,0
Bushwick,75,5,0,1.3732214298586618,1,0,1,0,0,0,1,0
Downtown Brooklyn,123,7,0,1.3732214298586618,1,0,1,0,0,0,0,0
Upper West Side,125,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
East Village,250,2,0,1.3732214298586618,2,0,0,1,0,0,0,0
Bedford-Stuyvesant,75,1,38,3.79,1,195,1,0,0,0,0,0
Williamsburg,70,2,99,2.02,2,37,1,0,0,0,1,0
Midtown,1200,1,36,1.64,1,354,0,1,0,0,0,0
Bensonhurst,76,30,28,0.44,1,282,1,0,0,0,0,0
Financial District,302,29,0,1.3732214298586618,327,190,0,1,0,0,0,0
Bedford-Stuyvesant,90,2,206,2.4,1,236,1,0,0,0,0,0
Bedford-Stuyvesant,145,2,125,3.23,1,271,1,0,0,0,0,0
Hell's Kitchen,100,2,0,1.3732214298586618,1,0,0,1,0,0,1,0
Greenpoint,145,2,20,0.76,1,98,1,0,0,0,0,0
Greenpoint,200,2,1,1.0,1,0,1,0,0,0,0,0
Greenwich Village,200,7,38,1.03,1,205,0,1,0,0,0,0
Windsor Terrace,200,2,19,0.45,1,0,1,0,0,0,0,0
Financial District,400,30,0,1.3732214298586618,1,290,0,1,0,0,0,0
Crown Heights,97,1,0,1.3732214298586618,1,63,1,0,0,0,0,0
NoHo,296,2,24,1.69,1,0,0,1,0,0,0,0
Upper West Side,325,4,17,3.67,1,319,0,1,0,0,0,0
Prospect-Lefferts Gardens,225,2,48,0.64,1,339,1,0,0,0,0,0
Kensington,56,1,58,2.48,11,16,1,0,0,0,1,0
Bedford-Stuyvesant,150,2,7,0.9,1,11,1,0,0,0,0,0
Bedford-Stuyvesant,80,3,234,2.47,4,308,1,0,0,0,0,0
Financial District,520,4,8,1.19,1,38,0,1,0,0,0,0
Chelsea,120,3,39,0.84,1,1,0,1,0,0,0,0
Crown Heights,31,30,7,0.36,1,302,1,0,0,0,1,0
Hell's Kitchen,120,1,29,5.8,2,198,0,1,0,0,1,0
Williamsburg,122,30,5,0.76,1,152,1,0,0,0,0,0
Williamsburg,100,10,0,1.3732214298586618,1,0,1,0,0,0,0,0
Bushwick,45,10,1,0.03,2,0,1,0,0,0,1,0
Upper East Side,328,2,145,3.05,1,298,0,1,0,0,0,0
Downtown Brooklyn,135,4,27,1.95,1,57,1,0,0,0,0,0
Bedford-Stuyvesant,389,1,107,4.77,3,64,1,0,0,0,0,0
East Village,90,5,11,0.69,2,5,0,1,0,0,1,0
SoHo,285,5,0,1.3732214298586618,1,365,0,1,0,0,0,0
Upper West Side,42,12,0,1.3732214298586618,1,0,0,1,0,0,1,0
Borough Park,30,5,0,1.3732214298586618,8,365,1,0,0,0,0,1
Mott Haven,145,3,1,0.64,3,48,0,0,0,0,0,0
Midtown,339,3,40,2.63,12,0,0,1,0,0,0,0
Washington Heights,85,2,11,2.21,1,227,0,1,0,0,1,0
NoHo,455,30,93,1.36,2,332,0,1,0,0,0,0
Chelsea,290,2,1,1.0,1,25,0,1,0,0,0,0
Williamsburg,239,3,5,0.13,1,0,1,0,0,0,0,0
Flatbush,150,2,77,3.29,1,106,1,0,0,0,0,0
Fort Greene,250,6,0,1.3732214298586618,1,12,1,0,0,0,0,0
Upper East Side,166,1,15,0.19,1,188,0,1,0,0,0,0
Upper West Side,300,2,9,0.53,1,105,0,1,0,0,0,0
Lower East Side,225,1,0,1.3732214298586618,2,0,0,1,0,0,0,0
Williamsburg,325,2,87,2.45,1,126,1,0,0,0,0,0
Bedford-Stuyvesant,72,1,3,1.11,1,311,1,0,0,0,1,0
East New York,120,2,11,1.68,1,62,1,0,0,0,0,0
Lower East Side,400,5,0,1.3732214298586618,1,173,0,1,0,0,0,0
Morningside Heights,120,2,2,0.06,1,0,0,1,0,0,0,0
Lower East Side,85,2,14,2.27,1,357,0,1,0,0,1,0
Washington Heights,50,1,7,0.62,3,83,0,1,0,0,1,0
Greenpoint,225,1,6,4.86,1,177,1,0,0,0,0,0
Clinton Hill,70,7,2,0.88,1,89,1,0,0,0,1,0
East Village,199,3,42,0.63,1,330,0,1,0,0,0,0
Financial District,169,7,4,1.97,13,323,0,1,0,0,1,0
Kips Bay,150,62,0,1.3732214298586618,1,88,0,1,0,0,0,0
Bedford-Stuyvesant,110,3,38,3.25,1,101,1,0,0,0,1,0
Bath Beach,119,2,51,2.01,1,160,1,0,0,0,0,0
Hell's Kitchen,155,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Upper East Side,105,2,14,0.71,1,0,0,1,0,0,0,0
Astoria,70,1,92,4.96,3,357,0,0,1,0,1,0
Flatbush,175,2,6,0.22,1,178,1,0,0,0,1,0
Williamsburg,275,3,3,0.05,1,0,1,0,0,0,0,0
Hell's Kitchen,269,5,0,1.3732214298586618,1,19,0,1,0,0,0,0
West Village,199,1,1,0.02,1,0,0,1,0,0,0,0
Ridgewood,100,2,1,0.04,1,0,0,0,1,0,0,0
Midtown,130,2,118,2.93,1,226,0,1,0,0,0,0
Park Slope,95,5,0,1.3732214298586618,1,0,1,0,0,0,1,0
Hell's Kitchen,150,1,9,0.44,2,88,0,1,0,0,1,0
Williamsburg,85,5,2,0.07,1,0,1,0,0,0,0,0
Upper West Side,225,2,0,1.3732214298586618,1,0,0,1,0,0,0,0
Fort Hamilton,150,4,78,2.6,1,29,1,0,0,0,0,0
Elmhurst,45,2,3,0.31,2,324,0,0,1,0,1,0
West Village,205,2,0,1.3732214298586618,1,157,0,1,0,0,0,0
Astoria,300,7,1,0.16,1,42,0,0,1,0,0,0
Greenpoint,150,5,6,0.49,1,0,1,0,0,0,0,0
East Harlem,55,1,163,2.76,10,359,0,1,0,0,1,0
Harlem,179,1,2,0.05,5,309,0,1,0,0,1,0
Williamsburg,350,2,2,1.36,1,26,1,0,0,0,0,0
Bedford-Stuyvesant,100,3,0,1.3732214298586618,1,89,1,0,0,0,1,0
Hell's Kitchen,185,30,6,0.2,39,281,0,1,0,0,0,0
Little Italy,100,1,25,1.92,3,323,0,1,0,0,1,0
Harlem,90,7,7,0.16,1,269,0,1,0,0,0,0
Bushwick,45,1,2,0.08,1,0,1,0,0,0,1,0
Kips Bay,189,365,7,0.19,1,362,0,1,0,0,0,0
Crown Heights,200,4,2,0.25,1,8,1,0,0,0,0,0
South Slope,49,3,2,1.62,1,30,1,0,0,0,1,0
Williamsburg,60,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Springfield Gardens,70,2,12,2.95,3,89,0,0,1,0,1,0
East Village,200,3,78,1.33,1,336,0,1,0,0,0,0
Sheepshead Bay,99,1,13,0.52,1,82,1,0,0,0,1,0
Bensonhurst,99,3,28,1.92,1,325,1,0,0,0,0,0
East Village,229,2,21,2.58,1,70,0,1,0,0,0,0
West Village,150,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
East Village,200,2,109,2.15,1,336,0,1,0,0,1,0
Greenpoint,100,2,0,1.3732214298586618,1,0,1,0,0,0,1,0
Kips Bay,115,3,1,0.02,2,0,0,1,0,0,1,0
Greenpoint,120,5,0,1.3732214298586618,1,160,1,0,0,0,0,0
Kensington,100,2,1,0.03,1,0,1,0,0,0,0,0
Greenpoint,124,1,6,0.5,1,6,1,0,0,0,0,0
Bedford-Stuyvesant,130,4,34,0.73,2,340,1,0,0,0,0,0
Williamsburg,320,2,172,2.99,1,330,1,0,0,0,0,0
Lower East Side,220,2,85,1.27,1,305,0,1,0,0,0,0
East Village,100,6,5,0.21,1,0,0,1,0,0,1,0
Park Slope,150,14,0,1.3732214298586618,1,0,1,0,0,0,0,0
Jackson Heights,55,3,4,4.0,2,61,0,0,1,0,1,0
Flatbush,75,5,14,1.48,1,19,1,0,0,0,0,0
South Slope,195,3,6,0.16,1,0,1,0,0,0,0,0
Greenpoint,65,2,26,0.45,2,6,1,0,0,0,1,0
Upper West Side,59,1,39,6.5,1,106,0,1,0,0,1,0
Maspeth,109,5,1,1.0,2,160,0,0,1,0,0,0
Bushwick,50,5,0,1.3732214298586618,2,0,1,0,0,0,1,0
Briarwood,73,4,72,2.11,1,282,0,0,1,0,1,0
Hell's Kitchen,168,5,0,1.3732214298586618,1,50,0,1,0,0,0,0
East New York,50,1,3,0.13,6,179,1,0,0,0,1,0
Chinatown,150,2,162,1.92,1,231,0,1,0,0,0,0
Williamsburg,150,1,191,3.97,1,290,1,0,0,0,0,0
Stuyvesant Town,130,60,0,1.3732214298586618,1,243,0,1,0,0,0,0
Greenpoint,135,5,13,0.48,1,159,1,0,0,0,0,0
Woodside,50,2,4,1.88,2,266,0,0,1,0,1,0
Murray Hill,197,30,0,1.3732214298586618,49,329,0,1,0,0,0,0
Harlem,85,2,233,3.12,1,72,0,1,0,0,1,0
Bushwick,45,2,1,0.19,1,0,1,0,0,0,1,0
Flushing,40,7,19,0.84,12,134,0,0,1,0,1,0
Gramercy,148,4,10,0.52,1,0,0,1,0,0,0,0
Bushwick,48,4,8,0.17,1,0,1,0,0,0,1,0
Harlem,65,2,2,0.05,2,114,0,1,0,0,1,0
Chinatown,58,3,1,0.04,1,0,0,1,0,0,1,0
Gowanus,250,7,5,0.15,2,1,1,0,0,0,0,0
Harlem,175,2,29,1.92,1,190,0,1,0,0,0,0
Chelsea,200,4,31,1.31,1,291,0,1,0,0,0,0
Chelsea,150,1,0,1.3732214298586618,1,0,0,1,0,0,1,0
Kips Bay,199,5,53,1.67,1,0,0,1,0,0,0,0
Williamsburg,200,2,129,2.03,1,64,1,0,0,0,0,0
Washington Heights,55,2,15,0.76,1,0,0,1,0,0,1,0
Forest Hills,50,4,0,1.3732214298586618,5,55,0,0,1,0,1,0
Upper East Side,110,30,1,0.02,1,188,0,1,0,0,0,0
NoHo,215,3,2,0.06,1,0,0,1,0,0,0,0
Greenpoint,129,30,6,0.12,52,188,1,0,0,0,0,0
Crown Heights,50,3,100,2.81,2,0,1,0,0,0,1,0
East Harlem,86,3,216,2.44,1,250,0,1,0,0,1,0
Allerton,142,1,36,3.5,5,57,0,0,0,0,1,0
South Slope,85,2,18,1.99,2,0,1,0,0,0,1,0
Bedford-Stuyvesant,80,30,7,0.5,1,0,1,0,0,0,0,0
Astoria,100,1,2,2.0,3,179,0,0,1,0,1,0
Harlem,52,2,88,1.42,1,255,0,1,0,0,1,0
Midtown,479,2,3,3.0,1,120,0,1,0,0,0,0
Morningside Heights,80,3,1,0.15,1,0,0,1,0,0,0,0
Cypress Hills,150,2,11,3.93,1,217,1,0,0,0,0,0
Gramercy,145,7,7,0.23,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,50,30,4,0.37,2,21,1,0,0,0,1,0
Bedford-Stuyvesant,65,3,27,1.09,1,78,1,0,0,0,1,0
East New York,169,3,22,1.3,1,189,1,0,0,0,0,0
East Harlem,199,2,15,1.4,2,230,0,1,0,0,0,0
Sunnyside,170,2,149,4.21,2,229,0,0,1,0,0,0
East Village,150,2,69,5.27,1,39,0,1,0,0,0,0
Hell's Kitchen,209,1,4,3.43,1,177,0,1,0,0,0,0
Astoria,50,3,1,1.0,1,341,0,0,1,0,1,0
Bedford-Stuyvesant,98,1,26,1.4,1,73,1,0,0,0,1,0
East Flatbush,80,2,22,1.77,1,0,1,0,0,0,0,0
Bedford-Stuyvesant,85,3,34,4.36,1,42,1,0,0,0,0,0
East Flatbush,88,2,11,0.39,1,0,1,0,0,0,0,0
Fort Greene,39,1,12,0.34,1,0,1,0,0,0,0,1
Washington Heights,100,1,0,1.3732214298586618,1,0,0,1,0,0,1,0
Lower East Side,140,1,14,4.2,1,9,0,1,0,0,0,0
Prospect-Lefferts Gardens,150,2,9,0.21,1,6,1,0,0,0,0,0
Harlem,60,4,11,1.53,2,161,0,1,0,0,1,0
Long Island City,70,3,1,0.09,1,342,0,0,1,0,1,0
Bedford-Stuyvesant,130,30,52,0.72,3,171,1,0,0,0,0,0
Gramercy,1100,30,34,1.94,2,333,0,1,0,0,0,0
Murray Hill,200,1,0,1.3732214298586618,1,0,0,1,0,0,1,0
Clifton,60,1,54,3.48,1,361,0,0,0,1,0,0
Harlem,198,2,2,1.58,2,154,0,1,0,0,0,0
Bushwick,30,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Greenpoint,55,5,0,1.3732214298586618,1,0,1,0,0,0,1,0
Richmond Hill,60,1,26,1.09,1,0,0,0,1,0,1,0
Morningside Heights,200,1,0,1.3732214298586618,1,11,0,1,0,0,0,0
Williamsburg,163,30,37,0.74,1,186,1,0,0,0,0,0
Upper West Side,130,2,3,0.06,1,0,0,1,0,0,1,0
Chelsea,999,10,30,0.4,1,365,0,1,0,0,1,0
Bedford-Stuyvesant,80,1,1,1.0,1,22,1,0,0,0,1,0
Lower East Side,243,2,1,1.0,1,97,0,1,0,0,0,0
East Village,215,1,76,2.16,1,245,0,1,0,0,0,0
Downtown Brooklyn,111,2,2,2.0,1,6,1,0,0,0,1,0
Park Slope,550,4,173,2.12,1,258,1,0,0,0,0,0
Bedford-Stuyvesant,132,3,120,2.37,2,214,1,0,0,0,0,0
Inwood,100,1,7,2.33,9,324,0,1,0,0,1,0
Bushwick,45,2,13,0.25,1,0,1,0,0,0,1,0
Bronxdale,50,1,14,2.96,1,206,0,0,0,0,1,0
SoHo,495,30,159,2.83,1,129,0,1,0,0,0,0
Harlem,120,7,0,1.3732214298586618,1,0,0,1,0,0,0,0
Hunts Point,150,2,5,0.57,1,0,0,0,0,0,0,0
Arrochar,250,2,21,0.26,4,333,0,0,0,1,0,0
Upper East Side,185,1,121,2.19,1,337,0,1,0,0,0,0
Clinton Hill,6500,1,0,1.3732214298586618,1,0,1,0,0,0,0,0
Astoria,55,1,4,0.45,3,0,0,0,1,0,1,0
Sunnyside,50,2,51,3.17,1,36,0,0,1,0,1,0
Gramercy,150,7,0,1.3732214298586618,1,0,0,1,0,0,0,0
Brownsville,55,2,58,2.25,3,0,1,0,0,0,1,0
Cambria Heights,50,1,34,11.21,1,61,0,0,1,0,1,0
New Dorp Beach,109,5,0,1.3732214298586618,1,46,0,0,0,1,0,0
Williamsburg,39,7,4,0.45,1,0,1,0,0,0,1,0
Tribeca,220,3,15,1.21,1,84,0,1,0,0,0,0
Bushwick,40,30,0,1.3732214298586618,103,269,1,0,0,0,1,0
Upper East Side,69,4,0,1.3732214298586618,9,17,0,1,0,0,1,0
Jamaica,127,5,52,1.99,1,44,0,0,1,0,0,0
Morningside Heights,175,1,1,0.16,1,0,0,1,0,0,0,0
Ridgewood,40,2,1,0.02,1,0,0,0,1,0,1,0
Concourse,41,2,12,0.35,2,0,0,0,0,0,1,0
Williamsburg,150,2,3,0.15,1,0,1,0,0,0,0,0
Prospect Heights,55,1,102,2.98,13,281,1,0,0,0,1,0
Harlem,174,3,177,2.62,3,165,0,1,0,0,0,0
East Village,120,3,5,0.09,2,0,0,1,0,0,1,0
Harlem,135,5,38,0.44,1,253,0,1,0,0,0,0
Crown Heights,72,2,16,0.99,1,0,1,0,0,0,1,0
Clason Point,70,1,3,0.47,7,360,0,0,0,0,1,0
Midtown,70,5,1,0.22,1,0,0,1,0,0,1,0
Williamsburg,99,4,58,1.25,1,307,1,0,0,0,1,0
Williamsburg,99,1,187,5.43,2,39,1,0,0,0,0,0
Chelsea,250,4,1,0.05,1,0,0,1,0,0,0,0
East Harlem,87,2,235,3.37,1,23,0,1,0,0,1,0
Williamsburg,50,4,2,0.42,1,12,1,0,0,0,1,0
Woodside,30,5,7,0.38,1,0,0,0,1,0,1,0
Flatbush,25,10,1,1.0,3,299,1,0,0,0,0,1
St. Albans,325,3,82,1.37,2,359,0,0,1,0,0,0
Crown Heights,250,5,25,0.35,1,220,1,0,0,0,0,0
East Village,50,1,2,0.05,1,0,0,1,0,0,1,0
Bedford-Stuyvesant,40,3,10,0.93,34,332,1,0,0,0,0,1
Washington Heights,58,1,148,3.58,1,280,0,1,0,0,1,0
Hell's Kitchen,83,2,1,0.15,1,0,0,1,0,0,1,0
Rockaway Beach,85,1,0,1.3732214298586618,1,0,0,0,1,0,1,0
East Harlem,350,1,1,1.0,1,17,0,1,0,0,0,0
Hell's Kitchen,169,3,0,1.3732214298586618,1,0,0,1,0,0,0,0
Port Morris,115,5,7,0.23,1,7,0,0,0,0,0,0
Bedford-Stuyvesant,229,2,8,0.25,1,0,1,0,0,0,0,0
Upper West Side,60,30,0,1.3732214298586618,32,348,0,1,0,0,1,0
Astoria,120,5,1,0.05,2,351,0,0,1,0,1,0
Upper East Side,99,30,13,0.3,15,323,0,1,0,0,0,0
Hell's Kitchen,199,30,1,0.09,87,329,0,1,0,0,0,0
Williamsburg,50,2,3,0.34,1,0,1,0,0,0,1,0
Bedford-Stuyvesant,134,3,4,4.0,1,245,1,0,0,0,0,0
Upper West Side,100,31,0,1.3732214298586618,8,50,0,1,0,0,0,0
Crown Heights,84,6,0,1.3732214298586618,1,0,1,0,0,0,0,0
Chelsea,70,2,126,2.61,1,309,0,1,0,0,0,1
Cypress Hills,100,1,9,0.92,1,330,1,0,0,0,1,0
Williamsburg,150,2,0,1.3732214298586618,1,0,1,0,0,0,1,0
Tompkinsville,48,3,1,0.08,3,0,0,0,0,1,0,0
Astoria,50,10,1,0.03,1,0,0,0,1,0,1,0
Woodside,60,1,123,7.07,1,105,0,0,1,0,1,0
Bedford-Stuyvesant,78,3,86,1.43,1,362,1,0,0,0,1,0
Williamsburg,59,5,0,1.3732214298586618,2,67,1,0,0,0,1,0
Jamaica,250,1,0,1.3732214298586618,4,69,0,0,1,0,0,0
Clinton Hill,4500,1,5,0.09,11,365,1,0,0,0,0,0
Crown Heights,99,1,0,1.3732214298586618,1,0,1,0,0,0,0,0
Chinatown,180,2,167,4.04,1,261,0,1,0,0,0,0
Bedford-Stuyvesant,100,3,151,3.32,1,105,1,0,0,0,0,0
Flatbush,95,3,24,1.25,1,277,1,0,0,0,0,0
Lower East Side,125,1,44,1.15,3,284,0,1,0,0,1,0
Upper West Side,129,3,2,0.1,2,0,0,1,0,0,0,0
Lower East Side,89,3,48,3.19,2,181,0,1,0,0,1,0
Hell's Kitchen,130,30,6,0.38,2,335,0,1,0,0,0,0
Flatbush,75,2,4,1.4,1,5,1,0,0,0,1,0
Long Island City,215,2,59,0.94,1,335,0,0,1,0,0,0
Theater District,244,29,1,0.88,327,363,0,1,0,0,0,0
Williamsburg,180,3,20,0.91,1,0,1,0,0,0,0,0
City Island,100,7,0,1.3732214298586618,1,180,0,0,0,0,1,0
Williamsburg,225,2,338,3.9,2,225,1,0,0,0,0,0
Crown Heights,80,3,2,0.09,1,0,1,0,0,0,1,0
Edgemere,50,1,76,2.84,1,324,0,0,1,0,1,0
Bedford-Stuyvesant,200,2,77,2.97,1,88,1,0,0,0,0,0
Long Island City,55,1,33,2.1,2,293,0,0,1,0,1,0
Elmhurst,32,30,0,1.3732214298586618,37,0,0,0,1,0,1,0
Bedford-Stuyvesant,130,4,53,3.66,2,41,1,0,0,0,0,0
Washington Heights,135,1,13,2.0,1,0,0,1,0,0,0,0
Crown Heights,148,2,16,0.49,1,0,1,0,0,0,0,0
Harlem,85,3,35,1.36,2,40,0,1,0,0,0,0
Harlem,50,1,105,3.68,1,25,0,1,0,0,1,0
Midtown,120,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Williamsburg,125,3,1,0.05,2,2,1,0,0,0,1,0
Williamsburg,63,3,8,0.85,1,0,1,0,0,0,1,0
Williamsburg,295,2,1,1.0,3,354,1,0,0,0,0,0
East Village,225,2,33,0.33,1,0,0,1,0,0,0,0
Williamsburg,109,3,73,2.64,1,37,1,0,0,0,0,0
Inwood,100,4,0,1.3732214298586618,1,0,0,1,0,0,0,0
Upper East Side,152,1,42,1.06,1,357,0,1,0,0,0,0
Fort Greene,145,2,1,0.02,1,0,1,0,0,0,0,0
Chelsea,334,30,1,0.35,232,310,0,1,0,0,0,0
Crown Heights,115,5,1,0.02,1,0,1,0,0,0,0,0
Crown Heights,70,1,3,0.06,1,0,1,0,0,0,1,0
Williamsburg,220,2,95,5.02,1,67,1,0,0,0,0,0
East Harlem,300,2,53,5.96,1,14,0,1,0,0,0,0
Williamsburg,80,7,10,0.22,1,0,1,0,0,0,0,0
Greenpoint,50,3,2,0.05,1,0,1,0,0,0,1,0
